Entity Type,ID,Name/Details,Additional Info
role,ftr11798,Hypothetical fimbrial chaperone yqiH,ModelSEED
role,ftr15445,FIG00639422: hypothetical protein,ModelSEED
role,ftr01797,Molybdenum cofactor biosynthesis protein D,ModelSEED
role,ftr01796,Molybdenum cofactor biosynthesis protein C,ModelSEED
role,ftr01795,Molybdenum cofactor biosynthesis protein B,ModelSEED
role,ftr01794,Molybdopterin biosynthesis protein B,ModelSEED
role,ftr01793,Molybdopterin biosynthesis protein A,ModelSEED
role,ftr01798,Molybdenum cofactor biosynthesis protein E,ModelSEED
role,ftr16234,FIG00638135: hypothetical protein,ModelSEED
role,ftr16235,Bacteriophage N4 adsorption protein A precursor,ModelSEED
role,ftr16230,Bor protein precursor,ModelSEED
role,ftr16231,FIG00638683: hypothetical protein,ModelSEED
role,ftr16232,Putative SAM-dependent methyltransferases,ModelSEED
role,ftr16233,HTH-type transcriptional regulator appY,ModelSEED
role,ftr01538,"TldE/PmbA protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)",ModelSEED
role,ftr01249,ORF C81-like,ModelSEED
role,ftr01248,Protein NinB,ModelSEED
role,ftr01244,Protein NinG,ModelSEED
role,ftr01240,"2-ketoaldonate reductase, broad specificity (EC 1.1.1.215) (EC 1.1.1.-)",ModelSEED
role,ftr01243,Lysis (Phage or Prophage Related),ModelSEED
role,ftr01242,antitermination protein Q,ModelSEED
role,ftr09091,Putative invasion protein,ModelSEED
role,ftr09098,"Aldehyde dehydrogenase, mitochondrial precursor (EC 1.2.1.3)",ModelSEED
role,ftr09099,Beta-lactamase class C and other penicillin binding proteins,ModelSEED
role,ftr10766,Possible bacterioferritin,ModelSEED
role,ftr10767,Hemerythrin-like iron-binding protein,ModelSEED
role,ftr10762,"Putative lipoprotein, similar to CjrA of Escherichia coli O164",ModelSEED
role,ftr07133,gliding motility protein GldF,ModelSEED
role,ftr12527,Extracellular Matrix protein PslE,ModelSEED
role,ftr11699,Transporter associated with VraSR,ModelSEED
role,ftr15269,AraC protected fragment at araJ gene,ModelSEED
role,ftr15100,FruR site at gapB gene,ModelSEED
role,ftr00112,proteasome subunit beta8 (EC 3.4.25.1),ModelSEED
role,ftr00111,proteasome subunit beta5b (EC 3.4.25.1),ModelSEED
role,ftr14649,Probable molybdenum cofactor biosynthesis protein MoaC,ModelSEED
role,ftr14648,FIG00828576,ModelSEED
role,ftr14647,YjeF C-terminal-like,ModelSEED
role,ftr08328,Glutamyl-tRNA(Gln) synthetase,ModelSEED
role,ftr14645,phosphatidylcholine-hydrolyzing phospholipase D (PLD) family,ModelSEED
role,ftr05096,Periplasmic Murein Peptide-Binding Protein MppA,ModelSEED
role,ftr05092,L-alanine-DL-glutamate epimerase,ModelSEED
role,ftr05093,Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3),ModelSEED
role,ftr05549,iron-sulfur protein CooF,ModelSEED
role,ftr10981,Triphosphoribosyl-dephospho-CoA synthetase (EC 2.7.8.25),ModelSEED
role,ftr10987,Conserved hypothetical protein (perhaps related to histidine degradation),ModelSEED
role,ftr08228,Choline-glycine betaine transporter,ModelSEED
role,ftr08229,"Choline monooxygenase, alpha subunit (EC 1.14.15.7)",ModelSEED
role,ftr05898,Membrane-bound lytic murein transglycosylase B precursor (EC 3.2.1.-),ModelSEED
role,ftr05899,Membrane-bound lytic murein transglycosylase E (EC 3.2.1.-),ModelSEED
role,ftr05322,Core component Spy1425 of predicted NAD-regulated ECF transporter for niacin,ModelSEED
role,ftr05897,Membrane-bound lytic murein transglycosylase A precursor (EC 3.2.1.-),ModelSEED
role,ftr05890,Acetylornithine aminotransferase (EC 2.6.1.11),ModelSEED
role,ftr05891,Acetylornithine deacetylase (EC 3.5.1.16),ModelSEED
role,ftr03491,Murein endopeptidase,ModelSEED
role,ftr03497,"Hypothetical protein DUF194, DegV family",ModelSEED
role,ftr11587,Putative signal peptidase I (EC 3.4.21.89),ModelSEED
role,ftr12720,"Fructoselysine transporter FrlA, cationic amino acid permease",ModelSEED
role,ftr12721,Beta-fructosidase BfrA,ModelSEED
role,ftr12726,Heavy-Metal transporting ATPase fragment,ModelSEED
role,ftr12727,Putative FixH,ModelSEED
role,ftr12724,FUPA26 P-type ATPase fragment,ModelSEED
role,ftr12725,Cu+ P-type ATPase fragment,ModelSEED
role,ftr15118,Mlc protected site at pts operon,ModelSEED
role,ftr12729,"Beta-N-acetylhexosaminidase, (GlcNAc)2 catabolism",ModelSEED
role,ftr13451,"DNA methyl transferase, phage-associated",ModelSEED
role,ftr13454,dTMP thymidylate synthase,ModelSEED
role,ftr11632,Lipopolysaccharide core biosynthesis glycosyltransferase WadA,ModelSEED
role,ftr11635,Outer membrane lipoprotein BfpB,ModelSEED
role,ftr11634,Major structural subunit of bundle-forming pilus precursor Bundlin BfpA,ModelSEED
role,ftr11637,Bundle-forming pilus lipoprotein BfpH,ModelSEED
role,ftr11636,Bundle-forming pilus protein BfpF,ModelSEED
role,ftr11639,Bundle-forming prepilin peptidase BfpP,ModelSEED
role,ftr11638,Bundle-forming pilus protein BfpC,ModelSEED
role,ftr07022,protein arginine methyltransferase type 2 (SDMA formation),ModelSEED
role,ftr04058,Predicted reductase RutE in novel pyrimidine catabolism pathway,ModelSEED
role,ftr12583,Generic methyltransferase,ModelSEED
role,ftr12580,"Phenazine biosynthesis protein, PhzF family",ModelSEED
role,ftr12581,Protein rarD,ModelSEED
role,ftr04056,Possible ring-opening amidohydrolase RutC in novel pyrimidine catabolism pathway,ModelSEED
role,ftr04055,Predicted amidohydrolase RutB in novel pyrimidine catabolism pathway,ModelSEED
role,ftr04054,Predicted monooxygenase RutA in novel pyrimidine catabolism pathway,ModelSEED
role,ftr12902,Predicted L-arabinose isomerase (EC 5.3.1.4),ModelSEED
role,ftr08918,NAD-dependent deacetylase sirtuin-2 (EC 3.5.1.-),ModelSEED
role,ftr13670,Phage protein inside capsid D,ModelSEED
role,ftr08916,C-terminal binding protein 2,ModelSEED
role,ftr07675,HigA protein (antitoxin to HigB),ModelSEED
role,ftr08913,NAD-dependent deacetylase sirtuin 1 (EC 3.5.1.-),ModelSEED
role,ftr08911,NAD-dependent deacetylase,ModelSEED
role,ftr12901,"Predicted arabinose ABC transporter, substrate binding protein",ModelSEED
role,ftr12906,"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)",ModelSEED
role,ftr12807,"Atypical L-asparaginase (EC 3.5.1.1), Rhizobium type",ModelSEED
role,ftr12905,"Ascorbate utilization transcriptional regulator UlaR, HTH-type",ModelSEED
role,ftr15993,Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2),ModelSEED
role,ftr12553,Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-) / Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-),ModelSEED
role,ftr15629,FIG00639428: hypothetical protein,ModelSEED
role,ftr07263,"PTS system, tagatose-specific IIBC component (EC 2.7.1.69)",ModelSEED
role,ftr10781,putative CRISPR associated hypothetical protein,ModelSEED
role,ftr07262,"PTS system, tagatose-specific IIA-TPr component (EC 2.7.1.69)",ModelSEED
role,ftr06771,Map kinase phosphatase-like protein MK-STYX,ModelSEED
role,ftr06773,Transmembrane protein induced by tumor necrosis factor alpha,ModelSEED
role,ftr06774,Heat-shock protein beta-1,ModelSEED
role,ftr06776,Opsin 3,ModelSEED
role,ftr06777,"Isocitrate dehydrogenase 3 subunit alpha, mitochondrial precursor (EC 1.1.1.41)",ModelSEED
role,ftr06778,WD repeat protein 61,ModelSEED
role,ftr06779,ADAMTS-7 precursor (EC 3.4.24.-),ModelSEED
role,ftr13182,C-terminal domain of CinA type S homolog,ModelSEED
role,ftr13186,NADPH:quinone oxidoreductase 2,ModelSEED
role,ftr10315,benzoyl-CoA-dihydrodiol lyase (BoxC),ModelSEED
role,ftr05637,Taurine transport system permease protein tauC,ModelSEED
role,ftr02452,Mg(2+) Citrate transporter (TC 2.A.11.1.1),ModelSEED
role,ftr02456,"alpha-arabinosides ABC transport system, substrate-binding protein araN",ModelSEED
role,ftr10313,"Benzoate transport, inner membrane transport component",ModelSEED
role,ftr06514,Hydrogenase nickel incorporation protein hypB,ModelSEED
role,ftr06516,Hydrogenase metallocenter assembly protein HypC,ModelSEED
role,ftr06510,Hydrogenase maturation factor hoxR,ModelSEED
role,ftr06519,Hydrogenase transcriptional regulatory protein hoxA,ModelSEED
role,ftr10648,Biphenyl dioxygenase system ferredoxin component,ModelSEED
role,ftr04582,"Outer membrane porin, coexpressed with pyoverdine biosynthesis regulon",ModelSEED
role,ftr14464,StbE replicon stabilization toxin,ModelSEED
role,ftr14799,promoter 1 at narL,ModelSEED
role,ftr11018,Hypothetical protein pVir0008,ModelSEED
role,ftr06635,Phosphoglycerate mutase (EC 5.4.2.1),ModelSEED
role,ftr06637,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archaeal type (EC 5.4.2.1)",ModelSEED
role,ftr06633,Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NADP) (EC 1.2.1.9),ModelSEED
role,ftr15938,Fusaric acid resistance protein fusE,ModelSEED
role,ftr15939,probable membrane protein YPO3684,ModelSEED
role,ftr15936,FUSARIC ACID RESISTANCE PROTEIN FUSB,ModelSEED
role,ftr15937,FUSARIC ACID RESISTANCE PROTEIN FUSC,ModelSEED
role,ftr15935,probable ribonuclease inhibitor YPO3690,ModelSEED
role,ftr10371,Cold shock protein CspD,ModelSEED
role,ftr10370,Cold shock protein CspC,ModelSEED
role,ftr10376,Cold shock protein CspI,ModelSEED
role,ftr10375,Cold shock protein CspH,ModelSEED
role,ftr10374,Cold shock protein CspG,ModelSEED
role,ftr15858,FIG00638587: hypothetical protein,ModelSEED
role,ftr07807,Serine-pyruvate aminotransferase,ModelSEED
role,ftr15857,ORF_f143,ModelSEED
role,ftr15856,Hypothetical response regulatory protein ygeK # truncated,ModelSEED
role,ftr13624,Phage scaffold prohead core protein,ModelSEED
role,ftr10517,Stage 0 sporulation protein J,ModelSEED
role,ftr10513,Cell division protein FtsB,ModelSEED
role,ftr10512,Cell division protein FtsQ homolog,ModelSEED
role,ftr10511,Probable protease HtpX (EC 3.4.24.-),ModelSEED
role,ftr10510,"Free methionine-(R)-sulfoxide reductase, fRMsr",ModelSEED
role,ftr08897,"Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A (1.17.1.4)",ModelSEED
role,ftr08896,Guanine-hypoxanthine permease,ModelSEED
role,ftr13625,"T4-like phage structural protein, T4 GC0399",ModelSEED
role,ftr08894,Phage capsid vertex protein,ModelSEED
role,ftr15589,Hypothetical protein YaeJ with similarity to translation release factor,ModelSEED
role,ftr15587,FIG00642193: hypothetical protein,ModelSEED
role,ftr15585,Extracellular functions: Secreted proteins,ModelSEED
role,ftr15584,FIG00640229: hypothetical protein,ModelSEED
role,ftr15583,FIG00638652: hypothetical protein,ModelSEED
role,ftr15581,FIG00639395: hypothetical protein,ModelSEED
role,ftr09327,"Phenylacetate-CoA oxygenase/reductase, PaaK subunit",ModelSEED
role,ftr08110,Cysteine synthase A (EC 2.5.1.47),ModelSEED
role,ftr08111,Erythritol kinase EryA (EC 2.7.1.27),ModelSEED
role,ftr09328,Phenylacetate degradation enoyl-CoA hydratase PaaA (EC 4.2.1.17),ModelSEED
role,ftr14445,NAD+ transporter (of mitochondrial carrier family),ModelSEED
role,ftr04456,"Arginine ABC transporter, periplasmic arginine-binding protein ArtJ",ModelSEED
role,ftr04107,"2,3-dihydroxy-2,3-dihydro-phenylpropionate dehydrogenase (EC 1.3.1.-)",ModelSEED
role,ftr04101,Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17),ModelSEED
role,ftr04100,FIG003307: hypothetical protein,ModelSEED
role,ftr02792,"Possible rhamnose ABC transporter, permease component 2",ModelSEED
role,ftr11848,PH adaptation potassium efflux system protein D 1,ModelSEED
role,ftr07541,Cytochrome c oxidase polypeptide IIA (EC 1.9.3.1),ModelSEED
role,ftr11849,pH adaptation potassium efflux system protein D 2,ModelSEED
role,ftr05455,"tRNA pseudouridine synthase 1 (EC 5.4.99.-) introduces pseudouridines at positions 26-28, 34-36, 65, and 67 of tRNA",ModelSEED
role,ftr14328,Proximal tail sheath stabilization protein,ModelSEED
role,ftr14329,Phage baseplate hub subunit,ModelSEED
role,ftr11131,COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster,ModelSEED
role,ftr06544,"2-cys peroxiredoxin BAS1, chloroplast precursor",ModelSEED
role,ftr12449,PTPS-VI,ModelSEED
role,ftr05980,Methylthioadenosine deaminase,ModelSEED
role,ftr12111,"Inner membrane protein translocase component YidC, short form OxaI-like",ModelSEED
role,ftr12110,"Inner membrane protein translocase component YidC, long form",ModelSEED
role,ftr03009,SECRETED ANTIGEN 85-B FBPB (85B) (ANTIGEN 85 COMPLEX B) (MYCOLYL TRANSFERASE 85B) (FIBRONECTIN-BINDING PROTEIN B) (EXTRACELLULAR ALPHA-ANTIGEN),ModelSEED
role,ftr03008,SECRETED ANTIGEN 85-A FBPA (MYCOLYL TRANSFERASE 85A) (FIBRONECTIN-BINDING PROTEIN A) (ANTIGEN 85 COMPLEX A),ModelSEED
role,ftr13861,UPF0076 protein YjgH,ModelSEED
role,ftr13866,Di/tripeptide permease DtpA,ModelSEED
role,ftr13867,Di/tripeptide permease DtpB,ModelSEED
role,ftr13864,ClpXP protease specificity-enhancing factor,ModelSEED
role,ftr03001,METHOXY MYCOLIC ACID SYNTHASE 3 MMAA3 (METHYL MYCOLIC ACID SYNTHASE 3) (MMA3) (HYDROXY MYCOLIC ACID SYNTHASE),ModelSEED
role,ftr03000,METHOXY MYCOLIC ACID SYNTHASE 2 MMAA2 (METHYL MYCOLIC ACID SYNTHASE 2) (MMA2) (HYDROXY MYCOLIC ACID SYNTHASE),ModelSEED
role,ftr03003,POSSIBLE MYCOLIC ACID SYNTHASE UMAA1,ModelSEED
role,ftr03002,METHOXY MYCOLIC ACID SYNTHASE 4 MMAA4 (METHYL MYCOLIC ACID SYNTHASE 4) (MMA4) (HYDROXY MYCOLIC ACID SYNTHASE),ModelSEED
role,ftr03004,MYCOLIC ACID SYNTHASE (PcaA/UmaA2) (CYCLOPROPANE SYNTHASE),ModelSEED
role,ftr03007,POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE),ModelSEED
role,ftr15882,FIG00638009: hypothetical protein,ModelSEED
role,ftr14444,Wrong transcript? TenA paralog,ModelSEED
role,ftr15504,FIG00639295: hypothetical protein,ModelSEED
role,ftr16385,ppsA promoter,ModelSEED
role,ftr16028,FIG00640332: hypothetical protein,ModelSEED
role,ftr03269,Substrate-specific component PdxT of predicted pyridoxine ECF transporter,ModelSEED
role,ftr03266,Duplicated ATPase component SCO2324 of energizing module of predicted cobalamin ECF transporter,ModelSEED
role,ftr16383,icdA promoter P1,ModelSEED
role,ftr07305,FKBP-type peptidyl-prolyl cis-trans isomerase slpA (EC 5.2.1.8),ModelSEED
role,ftr13244,"Heat shock (predicted periplasmic) protein YciM, precursor",ModelSEED
role,ftr13243,Osmotically inducible lipoprotein B precursor,ModelSEED
role,ftr15501,Possible enzyme,ModelSEED
role,ftr02208,Spermidine Putrescine transport ATP-binding protein potA (TC_3.A.1.11.1),ModelSEED
role,ftr02206,Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1),ModelSEED
role,ftr02202,"PTS system, glucose-specific IIB component (EC 2.7.1.69)",ModelSEED
role,ftr02203,"PTS system, glucose-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr06183,Ferrous iron transport protein A,ModelSEED
role,ftr03911,Na(+) H(+) antiporter subunit E (TC 2.A.63.1.2),ModelSEED
role,ftr03910,Na(+) H(+) antiporter subunit D (TC 2.A.63.1.2),ModelSEED
role,ftr16219,Putative membrane-bound metal-dependent hydrolases,ModelSEED
role,ftr16212,FIG00642948: hypothetical protein,ModelSEED
role,ftr16213,FIG00638754: hypothetical protein,ModelSEED
role,ftr16211,FIG00637923: hypothetical protein,ModelSEED
role,ftr16216,FIG00638622: hypothetical protein,ModelSEED
role,ftr16214,FIG00642833: hypothetical protein,ModelSEED
role,ftr09873,TcuA: flavoprotein used to oxidize tricarballylate to cis-aconitate,ModelSEED
role,ftr07583,N-acetylglucosamine-regulated outer membrane porin,ModelSEED
role,ftr07587,"PTS system, chitobiose-specific IIB component (EC 2.7.1.69)",ModelSEED
role,ftr07588,"PTS system, chitobiose-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr07589,"PTS system, chitobiose-specific IIA component (EC 2.7.1.69)",ModelSEED
role,ftr01511,ABC transporter permease protein YvcS,ModelSEED
role,ftr01510,ABC transporter ATP-binding protein YvcR,ModelSEED
role,ftr01516,ATP-dependent DNA helicase RecG (EC 3.6.1.-),ModelSEED
role,ftr01518,Ribosome small subunit-stimulated GTPase EngC,ModelSEED
role,ftr10742,"Putative phthalate 4,5-dioxygenase reductase subunit (OhpA1)",ModelSEED
role,ftr10743,vannilate specific porine,ModelSEED
role,ftr10741,"Putative phthalate 4,5-dioxygenase oxygenase subunit (OhpA2)",ModelSEED
role,ftr15574,FIG00637868: hypothetical protein,ModelSEED
role,ftr09935,FIG013736: cell division protein (putative),ModelSEED
role,ftr14672,CRP (CAP) site at lac operon,ModelSEED
role,ftr14673,-45 region at lac operon,ModelSEED
role,ftr15465,FIG00639051: hypothetical protein,ModelSEED
role,ftr14670,CRP retarded fragment at proP gene,ModelSEED
role,ftr13505,"dCTP pyrophosphatase (EC 3.6.1.12), phage-associated",ModelSEED
role,ftr06243,pH adaptation potassium efflux system a,ModelSEED
role,ftr15009,CRP site at secB gene,ModelSEED
role,ftr14446,Peroxisomal membrane carrier for NAD(+),ModelSEED
role,ftr14671,CRP protected fragment at proP gene,ModelSEED
role,ftr15467,Protein flxA,ModelSEED
role,ftr00175,"6-phosphofructokinase (EC 2.7.1.11), PF08013 family",ModelSEED
role,ftr00177,"Xylitol ABC transporter, periplasmic substrate-binding protein",ModelSEED
role,ftr00172,Glucitol/sorbitol-specific transport protein gutA,ModelSEED
role,ftr12191,"Phosphopantothenate synthetase, archaeal",ModelSEED
role,ftr00178,"Xylitol ABC transporter, permease component",ModelSEED
role,ftr00179,"Xylitol ABC transporter, ATP-binding component",ModelSEED
role,ftr05528,"Coenzyme B synthesis from 2-oxoglutarate: steps 4, 7, 8, 11, and 12 [large subunit]",ModelSEED
role,ftr05529,"Coenzyme B synthesis from 2-oxoglutarate: steps 4, 7, 8, 11, and 12 [small subunit]",ModelSEED
role,ftr05523,"iron aquisition yersiniabactin synthesis enzyme (YbtT,resembles thioesterases)",ModelSEED
role,ftr14677,cis element for sigmaS and CRP at csiE gene,ModelSEED
role,ftr15108,putative GalR/GalS site OI at galS gene,ModelSEED
role,ftr12053,CBSS-74546.3.peg.720: hypothetical protein,ModelSEED
role,ftr15099,FruR site at edd-eda operon,ModelSEED
role,ftr14401,Fimbriae-like adhesin SfmH,ModelSEED
role,ftr09505,L-Cysteine Desulfidase,ModelSEED
role,ftr08202,tRNA 2-thiouridine synthesizing protein E (EC 2.8.1.-),ModelSEED
role,ftr15462,FIG00643041: hypothetical protein,ModelSEED
role,ftr15098,CRP-2 site at pckA gene,ModelSEED
role,ftr14166,Glycosyltransferase involved in cell wall biogenesis (EC 2.4.-.-),ModelSEED
role,ftr11676,Probable drug resistance transport protein,ModelSEED
role,ftr14675,CRP site at ansB gene,ModelSEED
role,ftr15463,FIG00639844: hypothetical protein,ModelSEED
role,ftr14160,FIG143216: NAD-dependent epimerase/dehydratase family protein,ModelSEED
role,ftr14260,"Hypothetical sugar ABC transporter, ATP-binding UgtK",ModelSEED
role,ftr08850,Vancomycin Teicoplanin A-type resistance protein VanA,ModelSEED
role,ftr13691,3-oxoacyl-[ACP] reductase (EC 1.1.1.100),ModelSEED
role,ftr15136,predicted KdgR site at yjgK gene,ModelSEED
role,ftr15137,predicted KdgR site at kdgT gene,ModelSEED
role,ftr15134,predicted KdgR site 1 at kduID operon,ModelSEED
role,ftr15135,predicted KdgR site 2 at kduID operon,ModelSEED
role,ftr04699,"RstA phage-related replication protein, truncated",ModelSEED
role,ftr15696,"Transporter, putative",ModelSEED
role,ftr11654,carbon monoxide dehydrogenase D protein,ModelSEED
role,ftr11651,"Methyltransferase, FkbM family protein",ModelSEED
role,ftr11650,Capreomycidine synthase,ModelSEED
role,ftr11659,Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54),ModelSEED
role,ftr14749,ArcA binding site 1 at sdhD,ModelSEED
role,ftr12875,small nuclear ribonucleoprotein homolog (Sm-like),ModelSEED
role,ftr04073,"2-chlorobenzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.13)",ModelSEED
role,ftr04072,"2-chlorobenzoate 1,2-dioxygenase reductase component",ModelSEED
role,ftr04074,"2-chlorobenzoate 1,2-dioxygenase beta subunit (EC 1.14.12.13)",ModelSEED
role,ftr14989,tsr promoter,ModelSEED
role,ftr08970,Putative sterigmatocystin biosynthesis lipase/esterase STCI,ModelSEED
role,ftr16025,FIG00638098: hypothetical protein,ModelSEED
role,ftr13294,Conjugative transfer protein PilS in PFGI-1-like cluster,ModelSEED
role,ftr06542,Arabinose-regulated TonB-dependent outer membrane receptor,ModelSEED
role,ftr16029,Multidrug resistance protein D,ModelSEED
role,ftr06547,Beta-amyrin synthase,ModelSEED
role,ftr13479,Phage maturase,ModelSEED
role,ftr10864,Hypothetical protein ywlG,ModelSEED
role,ftr13473,Phage EaI protein,ModelSEED
role,ftr13475,Phage lysozyme,ModelSEED
role,ftr13690,3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.60),ModelSEED
role,ftr15635,Multidrug transporter MdtA,ModelSEED
role,ftr15634,FIG00638207: hypothetical protein,ModelSEED
role,ftr06756,ribosomal protein S6 kinase-like 1,ModelSEED
role,ftr06754,DNA mismatch repair protein Mlh3,ModelSEED
role,ftr06752,E-cadherin binding protein E7,ModelSEED
role,ftr06753,Chloride anion exchanger,ModelSEED
role,ftr06751,Laminin beta-1 chain precursor,ModelSEED
role,ftr13655,Phage tail tube monomer,ModelSEED
role,ftr13654,Phage tail shaft protein,ModelSEED
role,ftr13650,Phage long tail fiber proximal subunit,ModelSEED
role,ftr06758,"Placental growth factor, vascular endothelial growth factor-related protein",ModelSEED
role,ftr00456,Two-peptide bacteriocin peptide CibB,ModelSEED
role,ftr15164,putative Fur binding site at chuA,ModelSEED
role,ftr03459,Protein of unknown function DUF81,ModelSEED
role,ftr02437,Ca(2+) Citrate symporter (TC 2.A.11.1.2),ModelSEED
role,ftr03108,YciO family,ModelSEED
role,ftr02430,"PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)",ModelSEED
role,ftr15161,putative Fur binding site at Z2267,ModelSEED
role,ftr06532,Flavonol 3-sulfotransferase (EC 2.8.2.25),ModelSEED
role,ftr06533,Nitrilase 2 (EC 3.5.5.1),ModelSEED
role,ftr06531,Indole-3-acetate beta-glucosyltransferase,ModelSEED
role,ftr06534,Putative AUX1-like permease,ModelSEED
role,ftr14987,tar promoter,ModelSEED
role,ftr14443,"Wrong transcript, Hydroxymethylpyrimidine phosphate synthase ThiC",ModelSEED
role,ftr08590,"2-oxoglutarate oxidoreductase, delta subunit, putative (EC 1.2.7.3)",ModelSEED
role,ftr14341,T7-like phage DNA-directed RNA polymerase (EC 2.7.7.6),ModelSEED
role,ftr15169,tsr -10 box,ModelSEED
role,ftr08598,Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-),ModelSEED
role,ftr15168,ribonucleic antiterminator region upstream of bglF,ModelSEED
role,ftr14344,T7-like phage head-to-tail joining protein,ModelSEED
role,ftr12073,basic beta 2 syntrophin isoform b,ModelSEED
role,ftr15630,FIG00639031: hypothetical protein,ModelSEED
role,ftr05240,"PTS system, arbutin-, cellobiose-, and salicin-specific IIBC component (EC 2.7.1.69)",ModelSEED
role,ftr08800,Alpha-mannosidase (EC 3.2.1.24),ModelSEED
role,ftr09074,Aldose-ketose isomerase YihS,ModelSEED
role,ftr05245,"Glucokinase, ROK family (EC 2.7.1.2)",ModelSEED
role,ftr09075,Aldolase YihT,ModelSEED
role,ftr08803,COG1272: Predicted membrane protein hemolysin III homolog,ModelSEED
role,ftr09375,L-cysteine:1D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase MshC,ModelSEED
role,ftr08804,Cytochrome c-type heme lyase CCHL (EC 4.4.1.17),ModelSEED
role,ftr05246,Predicted b-glucoside-specific TonB-dependent outer membrane receptor,ModelSEED
role,ftr01168,Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1),ModelSEED
role,ftr01162,Inhibitor of vertebrate lysozyme precursor,ModelSEED
role,ftr01163,Periplasmic lysozyme inhibitor of c-type lysozyme,ModelSEED
role,ftr01164,Membrane-bound lysozyme inhibitor of c-type lysozyme,ModelSEED
role,ftr09758,"PTS system, sucrose-specific IIB component (EC 2.7.1.69) / PTS system, sucrose-specific IIC component (EC 2.7.1.69) / PTS system, sucrose-specific IIA component (EC 2.7.1.69)",ModelSEED
role,ftr15950,FIG00641887: hypothetical protein,ModelSEED
role,ftr15951,FIG00638728: hypothetical protein,ModelSEED
role,ftr15953,FIG00643241: hypothetical protein,ModelSEED
role,ftr10708,Legionaminic acid biosynthesis protein PtmA,ModelSEED
role,ftr15837,Hypothetical oxidoreductase YgcW (EC 1.-.-.-),ModelSEED
role,ftr14308,Phage capsid assembly chaperone,ModelSEED
role,ftr15833,Putative electron transfer flavoprotein subunit YgcQ,ModelSEED
role,ftr15832,Probable electron transfer flavoprotein-quinone oxidoreductase YgcN (EC 1.5.5.-),ModelSEED
role,ftr14503,Transposase STM3767,ModelSEED
role,ftr09923,Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY,ModelSEED
role,ftr10533,Streptococcal extracellular nuclease 4,ModelSEED
role,ftr16116,FIG00638091: hypothetical protein,ModelSEED
role,ftr16381,melAB promoter,ModelSEED
role,ftr04269,"RND efflux system, outer membrane lipoprotein CmeC",ModelSEED
role,ftr01252,putative DNA N-6-adenine methyltransferase,ModelSEED
role,ftr15639,Gene D protein,ModelSEED
role,ftr15241,5' end of 16S rRNA,ModelSEED
role,ftr11335,Outer membrane lipoprotein LolB precursor,ModelSEED
role,ftr01253,similar bacteriphage P22 ninH,ModelSEED
role,ftr07351,type III secretion protein HrpE,ModelSEED
role,ftr15638,putative positive regulator of late gene transcription,ModelSEED
role,ftr08606,Potassium voltage-gated channel subfamily A member 4,ModelSEED
role,ftr08031,"methyl viologen-reducing hydrogenase, delta subunit homolog FlpD",ModelSEED
role,ftr10829,Additional substrate-binding component of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine,ModelSEED
role,ftr08030,"hydrogenase, methyl-violgen-reducing type, delta subunit",ModelSEED
role,ftr10821,Sulfur carrier protein adenylyltransferase ThiF,ModelSEED
role,ftr08033,"[Fe] hydrogenase, HymB subunit, putative",ModelSEED
role,ftr01250,Putative lysis protein S of prophage CP-933V,ModelSEED
role,ftr08607,Voltage-gated potassium channel,ModelSEED
role,ftr11482,"Predicted membrane fusion protein (MFP) component of efflux pump, membrane anchor protein YbhG",ModelSEED
role,ftr11480,"ABC transport system, permease component YbhS",ModelSEED
role,ftr11481,"ABC transporter multidrug efflux pump, fused ATP-binding domains",ModelSEED
role,ftr11484,ATP-dependent RNA helicase DbpA,ModelSEED
role,ftr14306,"RNA ligase, phage-associated",ModelSEED
role,ftr14307,"T4-like phage protein, T4 GC1559",ModelSEED
role,ftr11489,FIG01199686: hypothetical protein,ModelSEED
